Binary,Integer,Number of Gates,Optimal Network
0001.0111.1010.1001,6057,11,"O = NAND(I1, I7)
I1 = NAND(I2, I4)
I2 = NAND(a, I3)
I3 = NAND(b, d)
I4 = NAND(I5, I6)
I5 = NAND(c, d)
I6 = NAND(b, c)
I7 = NAND(I8, I12)
I8 = NAND(I3, I10)
I10 = NAND(a, I6)"
0001.0111.1010.1010,6058,9,"O = NAND(I1, I9)
I1 = NAND(I2, I5)
I2 = NAND(I3, d)
I3 = NAND(I4, c)
I4 = NAND(a)
I5 = NAND(I6, I4)
I6 = NAND(d, I4)"
0001.0111.1010.1011,6059,10,"O = NAND(I1, I3)
I1 = NAND(I2, I6)
I2 = NAND(a, I3)
I3 = NAND(a, I4)
I4 = NAND(d, I5)
I5 = NAND(c, b)
I6 = NAND(I7, I8)
I7 = NAND(c, d)
I8 = NAND(b, I9)
I9 = NAND(I4, I5)"
0001.0111.1010.1100,6060,10,"O = NAND(I1, I14)
I1 = NAND(I2, I7)
I2 = NAND(a, I3)
I3 = NAND(I4, I6)
I4 = NAND(d, I5)
I5 = NAND(d, b)
I6 = NAND(b, c)
I7 = NAND(I8, I5)
I8 = NAND(c, I3)"
0001.0111.1010.1101,6061,10,"O = NAND(I1, I12)
I1 = NAND(I2, I6)
I2 = NAND(a, I3)
I3 = NAND(I4, I5)
I4 = NAND(d)
I5 = NAND(b, c)
I6 = NAND(I7, I11)
I7 = NAND(c, I3)"
0001.0111.1010.1110,6062,10,"O = NAND(I1, I9)
I1 = NAND(I2, I3)
I2 = NAND(a, c)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(I7, I8)
I7 = NAND(d)
I8 = NAND(c)
I9 = NAND(a, I7)"
0001.0111.1010.1111,6063,9,"O = NAND(I1, I8)
I1 = NAND(I2, I5)
I2 = NAND(I3, d)
I3 = NAND(I4, c)
I4 = NAND(a)
I5 = NAND(I6, I4)
I6 = NAND(c, d)
I8 = NAND(I9, b)"
0001.0111.1011.1100,6076,10,"O = NAND(I1, I8)
I1 = NAND(I2, I5)
I2 = NAND(a, I3)
I3 = NAND(d, I4)
I4 = NAND(c, d)
I5 = NAND(I4, I7)
I7 = NAND(c, b)
I8 = NAND(I9, I7)
I9 = NAND(I10, I2)"
0001.0111.1011.1101,6077,10,"O = NAND(I1, I7)
I1 = NAND(c, I2)
I2 = NAND(I3, I4)
I3 = NAND(d)
I4 = NAND(b, I5)
I5 = NAND(a, I3)
I7 = NAND(I8, I12)
I8 = NAND(I9, I5)
I9 = NAND(b, d)"
0001.0111.1011.1110,6078,10,"O = NAND(I1, I8)
I1 = NAND(I2, I5)
I2 = NAND(a, I3)
I3 = NAND(d, I4)
I4 = NAND(b, d)
I5 = NAND(I6, I4)
I6 = NAND(c, d)
I8 = NAND(I9, I6)
I9 = NAND(I2, I13)"
0001.0111.1011.1111,6079,9,"O = NAND(I1, I5)
I1 = NAND(c, I2)
I2 = NAND(I3, I4)
I3 = NAND(d)
I4 = NAND(b)
I5 = NAND(I6)
I6 = NAND(I7, I8)
I7 = NAND(b, d)
I8 = NAND(a, I3)"
0001.0111.1110.1000,6120,10,"O = NAND(I1, I15)
I1 = NAND(I2, I3)
I2 = NAND(a, I3)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(I7, I8)
I7 = NAND(d)
I8 = NAND(c)"
0001.0111.1110.1001,6121,12,"O = NAND(I1, I3)
I1 = NAND(I2, I5)
I2 = NAND(a, I3)
I3 = NAND(a, I4)
I4 = NAND(I5, I8)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(I9, I11)
I9 = NAND(d, I10)
I10 = NAND(b, c)
I11 = NAND(c, I6)"
0001.0111.1110.1010,6122,10,"O = NAND(I1, I6)
I1 = NAND(I2, I3)
I2 = NAND(a)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, d)
I6 = NAND(I7, I10)
I7 = NAND(I2, I9)
I9 = NAND(b, c)"
0001.0111.1110.1011,6123,10,"O = NAND(I1, I7)
I1 = NAND(I2, I4)
I2 = NAND(a, I3)
I3 = NAND(b, c)
I4 = NAND(I5, I6)
I5 = NAND(c, d)
I6 = NAND(b, d)
I7 = NAND(I8, I12)
I8 = NAND(I2, I3)"
0001.0111.1110.1110,6126,9,"O = NAND(I1, I6)
I1 = NAND(I2, I3)
I2 = NAND(a)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, d)
I6 = NAND(I7, I4)
I7 = NAND(I2, I9)"
0001.0111.1110.1111,6127,9,"O = NAND(I1, I7)
I1 = NAND(I2, I4)
I2 = NAND(a, I3)
I3 = NAND(b, d)
I4 = NAND(I5, I3)
I5 = NAND(c, d)
I7 = NAND(I8, I5)
I8 = NAND(I2, I11)"
0001.0111.1111.1110,6142,10,"O = NAND(I1, I9)
I1 = NAND(I2, I3)
I2 = NAND(a, b)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(I7, I8)
I7 = NAND(d)
I8 = NAND(c)
I9 = NAND(a, I4)"
0001.0111.1111.1111,6143,9,"O = NAND(I1, I5)
I1 = NAND(c, I2)
I2 = NAND(I3, I4)
I3 = NAND(d)
I4 = NAND(b)
I5 = NAND(I6)
I6 = NAND(I7, I8)
I7 = NAND(b, d)
I8 = NAND(a)"
0001.1000.1000.0000,6272,11,"O = NAND(I1)
I1 = NAND(I2, I10)
I2 = NAND(I3, c)
I3 = NAND(I4, I7)
I4 = NAND(b, I5)
I5 = NAND(d, I6)
I6 = NAND(c, d)
I7 = NAND(a, I5)
I10 = NAND(I6, I12)"
0001.1000.1000.0001,6273,11,"O = NAND(I1)
I1 = NAND(I2, I8)
I2 = NAND(I3, c)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(a, b)
I6 = NAND(a, I5)
I8 = NAND(I9, I10)
I9 = NAND(c, d)
I10 = NAND(I3, I16)"
0001.1000.1000.0010,6274,12,"O = NAND(I1)
I1 = NAND(I2, I7)
I2 = NAND(b, I3)
I3 = NAND(I4, I5)
I4 = NAND(d)
I5 = NAND(a, I6)
I6 = NAND(a, c)
I7 = NAND(I8, I16)
I8 = NAND(I9, I3)
I9 = NAND(I10, d)
I10 = NAND(I6, c)"
0001.1000.1000.0011,6275,12,"O = NAND(I1)
I1 = NAND(I2, I8)
I2 = NAND(b, I3)
I3 = NAND(I4, I6)
I4 = NAND(d, I5)
I5 = NAND(a, c)
I6 = NAND(a, I5)
I8 = NAND(I9, I18)
I9 = NAND(I10, I3)
I10 = NAND(I11, d)
I11 = NAND(I5, c)"
0001.1000.1000.0110,6278,13,"O = NAND(I1)
I1 = NAND(I2, I17)
I2 = NAND(b, I3)
I3 = NAND(I4, I9)
I4 = NAND(I5, I8)
I5 = NAND(I6, d)
I6 = NAND(I7, c)
I7 = NAND(a, c)
I8 = NAND(I9, I10)
I9 = NAND(d, I10)
I10 = NAND(a, I7)"
0001.1000.1000.0111,6279,13,"O = NAND(I1, I22)
I1 = NAND(I2, I8)
I2 = NAND(I3, c)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(a, b)
I6 = NAND(a, I5)
I8 = NAND(I9, I14)
I9 = NAND(c, I10)
I10 = NAND(I5, I12)
I12 = NAND(d, I5)"
0001.1000.1000.1000,6280,10,"O = NAND(I1, I15)
I1 = NAND(I2, I10)
I2 = NAND(I3, c)
I3 = NAND(I4, I7)
I4 = NAND(b, I5)
I5 = NAND(d, I6)
I6 = NAND(c, d)
I7 = NAND(a, I5)"
0001.1000.1000.1001,6281,12,"O = NAND(I1, I16)
I1 = NAND(I2, I5)
I2 = NAND(b, I3)
I3 = NAND(d, I4)
I4 = NAND(c, d)
I5 = NAND(I6, I2)
I6 = NAND(I7, I8)
I7 = NAND(a, d)
I8 = NAND(I4, I10)
I10 = NAND(a, I11)
I11 = NAND(c, I7)"
0001.1000.1000.1010,6282,11,"O = NAND(I1)
I1 = NAND(I2, I12)
I2 = NAND(I3, I5)
I3 = NAND(I4, d)
I4 = NAND(b)
I5 = NAND(I6, I10)
I6 = NAND(I4, I8)
I8 = NAND(a, I9)
I9 = NAND(a, c)
I10 = NAND(c, I9)"
0001.1000.1000.1011,6283,11,"O = NAND(I1, I24)
I1 = NAND(I2, I11)
I2 = NAND(I3, c)
I3 = NAND(I4, I7)
I4 = NAND(b, I5)
I5 = NAND(I6, d)
I6 = NAND(c, d)
I7 = NAND(I4, a)"
0001.1000.1000.1110,6286,12,"O = NAND(I1, I15)
I1 = NAND(I2, I3)
I2 = NAND(b, d)
I3 = NAND(I4, I12)
I4 = NAND(I5, d)
I5 = NAND(I6, I8)
I6 = NAND(I7, c)
I7 = NAND(a, c)
I8 = NAND(I9, I7)
I9 = NAND(d, I2)"
0001.1000.1000.1111,6287,11,"O = NAND(I1, I20)
I1 = NAND(I2, I10)
I2 = NAND(I3, c)
I3 = NAND(I4, I7)
I4 = NAND(b, I5)
I5 = NAND(I6, d)
I6 = NAND(c, d)
I7 = NAND(a, I5)
I10 = NAND(I6, I12)"
0001.1000.1001.0000,6288,11,"O = NAND(I1)
I1 = NAND(I2, I7)
I2 = NAND(b, I3)
I3 = NAND(I4, I5)
I4 = NAND(c)
I5 = NAND(a, I6)
I6 = NAND(d)
I7 = NAND(I8, I15)
I8 = NAND(I3, I13)"
0001.1000.1001.0001,6289,11,"O = NAND(I1)
I1 = NAND(I2, I13)
I2 = NAND(I3, I6)
I3 = NAND(I4, d)
I4 = NAND(b, I5)
I5 = NAND(b, a)
I6 = NAND(I7, I12)
I7 = NAND(I4, I10)
I10 = NAND(a, I5)"
0001.1000.1001.0010,6290,12,"O = NAND(I1)
I1 = NAND(I2, I14)
I2 = NAND(b, I3)
I3 = NAND(I4, I8)
I4 = NAND(I5, I11)
I5 = NAND(I6, I7)
I6 = NAND(c, I7)
I7 = NAND(a, I8)
I8 = NAND(d)
I11 = NAND(I8, c)"
0001.1000.1001.0011,6291,12,"O = NAND(I1, I22)
I1 = NAND(I2, I10)
I2 = NAND(I3, I10)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I13)
I6 = NAND(c, I7)
I7 = NAND(I8, I10)
I8 = NAND(d, I4)
I10 = NAND(a, I8)"
0001.1000.1001.0110,6294,13,"O = NAND(I1, I8)
I1 = NAND(I2, c)
I2 = NAND(I3, c)
I3 = NAND(I4, I5)
I4 = NAND(b, d)
I5 = NAND(I6, I7)
I6 = NAND(d)
I7 = NAND(a, b)
I8 = NAND(I2, I15)"
0001.1000.1001.0111,6295,13,"O = NAND(I1, I24)
I1 = NAND(I2, I17)
I2 = NAND(b, I3)
I3 = NAND(I4, I9)
I4 = NAND(I5, a)
I5 = NAND(I6, a)
I6 = NAND(I7, I8)
I7 = NAND(d)
I8 = NAND(c)
I9 = NAND(I6, I5)"
0001.1000.1001.1000,6296,9,"O = NAND(I1, I5)
I1 = NAND(I2, c)
I2 = NAND(I3, c)
I3 = NAND(I4, d)
I4 = NAND(b, c)
I5 = NAND(I2, I9)"
0001.1000.1001.1001,6297,10,"O = NAND(I1)
I1 = NAND(I2, I12)
I2 = NAND(I3, I6)
I3 = NAND(I4, d)
I4 = NAND(b, I5)
I5 = NAND(a)
I6 = NAND(I7, I11)
I7 = NAND(I4, I5)"
0001.1000.1001.1010,6298,9,"O = NAND(I1, I5)
I1 = NAND(I2, d)
I2 = NAND(I3, d)
I3 = NAND(I4, c)
I4 = NAND(b, c)
I5 = NAND(I2, I9)"
0001.1000.1001.1011,6299,10,"O = NAND(I1, I5)
I1 = NAND(I2, c)
I2 = NAND(I3, c)
I3 = NAND(I4, d)
I4 = NAND(b, c)
I5 = NAND(I6, I3)
I6 = NAND(I7, I11)
I7 = NAND(I2, b)"
0001.1000.1001.1110,6302,11,"O = NAND(I1, I10)
I1 = NAND(I2, I6)
I2 = NAND(b, I3)
I3 = NAND(I4, I5)
I4 = NAND(d)
I5 = NAND(c)
I6 = NAND(I7, I8)
I7 = NAND(c, d)
I8 = NAND(b, I7)
I10 = NAND(I11, a)"
0001.1000.1001.1111,6303,11,"O = NAND(I1, I9)
I1 = NAND(I2, I6)
I2 = NAND(b, I3)
I3 = NAND(I4, I5)
I4 = NAND(d)
I5 = NAND(c)
I6 = NAND(I7, I8)
I7 = NAND(c, d)
I8 = NAND(b)
I9 = NAND(I10, a)
I10 = NAND(I3, I2)"
0001.1000.1010.0000,6304,11,"O = NAND(I1)
I1 = NAND(I2, I6)
I2 = NAND(b, I3)
I3 = NAND(I4, I5)
I4 = NAND(d)
I5 = NAND(a)
I6 = NAND(I7, I14)
I7 = NAND(I8, I3)
I8 = NAND(I9, d)
I9 = NAND(I5, c)"
0001.1000.1010.0001,6305,11,"O = NAND(I1)
I1 = NAND(I2, I15)
I2 = NAND(I3, I6)
I3 = NAND(I4, d)
I4 = NAND(b, I5)
I5 = NAND(b, a)
I6 = NAND(I7, I12)
I7 = NAND(I4, I10)
I10 = NAND(a, I5)"
0001.1000.1010.0010,6306,11,"O = NAND(I1)
I1 = NAND(I2, I11)
I2 = NAND(I3, d)
I3 = NAND(I4, I7)
I4 = NAND(b, I5)
I5 = NAND(c, I6)
I6 = NAND(c, d)
I7 = NAND(a, I4)"
0001.1000.1010.0011,6307,11,"O = NAND(I1, I16)
I1 = NAND(I2, I10)
I2 = NAND(I3, I10)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(d, I6)
I10 = NAND(a, I8)"
0001.1000.1010.0100,6308,12,"O = NAND(I1)
I1 = NAND(I2, I13)
I2 = NAND(b, I3)
I3 = NAND(I4, I11)
I4 = NAND(c, I5)
I5 = NAND(I6, I8)
I6 = NAND(d, I7)
I7 = NAND(a, d)
I8 = NAND(b, I6)
I11 = NAND(a, I7)"
0001.1000.1010.0101,6309,12,"O = NAND(I1)
I1 = NAND(I2, I14)
I2 = NAND(b, I3)
I3 = NAND(I4, I9)
I4 = NAND(I5, I8)
I5 = NAND(I6, d)
I6 = NAND(I7, c)
I7 = NAND(a)
I8 = NAND(I9, I7)
I9 = NAND(d, I7)"
0001.1000.1010.0110,6310,13,"O = NAND(I1, I15)
I1 = NAND(I2, I3)
I2 = NAND(b, d)
I3 = NAND(I4, I15)
I4 = NAND(I5, I7)
I5 = NAND(a, I2)
I7 = NAND(I8, I13)
I8 = NAND(I9, d)
I9 = NAND(I10, I5)
I10 = NAND(c)"
0001.1000.1010.0111,6311,12,"O = NAND(I1, I13)
I1 = NAND(I2, I9)
I2 = NAND(I3)
I3 = NAND(I4, I5)
I4 = NAND(b, d)
I5 = NAND(I6, I10)
I6 = NAND(d, I7)
I7 = NAND(I8, I9)
I8 = NAND(c)
I9 = NAND(a)
I10 = NAND(b, I8)"
0001.1000.1010.1000,6312,10,"O = NAND(I1)
I1 = NAND(I2, I13)
I2 = NAND(I3, I5)
I3 = NAND(I4, d)
I4 = NAND(b)
I5 = NAND(I6, I10)
I6 = NAND(I4, I8)
I8 = NAND(a, I4)"
0001.1000.1010.1001,6313,11,"O = NAND(I1)
I1 = NAND(I2, I12)
I2 = NAND(I3, I6)
I3 = NAND(I4, d)
I4 = NAND(b, I5)
I5 = NAND(a)
I6 = NAND(I7, I11)
I7 = NAND(I4, I5)"
0001.1000.1010.1010,6314,10,"O = NAND(I1, I12)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I8)
I4 = NAND(I5, d)
I5 = NAND(I6, d)
I6 = NAND(I7, c)
I7 = NAND(a)
I8 = NAND(b, I5)"
0001.1000.1010.1011,6315,10,"O = NAND(I1, I14)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I9)
I4 = NAND(I5, d)
I5 = NAND(I6, d)
I6 = NAND(I7, c)
I7 = NAND(a, I2)
I9 = NAND(b, I5)"
0001.1000.1010.1100,6316,11,"O = NAND(I1)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I9)
I4 = NAND(I5, I6)
I5 = NAND(a, d)
I6 = NAND(I7, I8)
I7 = NAND(c, d)
I8 = NAND(a)
I9 = NAND(b, I10)
I10 = NAND(d, I5)"
0001.1000.1010.1101,6317,11,"O = NAND(I1, I11)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I9)
I4 = NAND(I5, c)
I5 = NAND(I6, I2)
I6 = NAND(I7, d)
I7 = NAND(a, d)
I9 = NAND(a, I7)"
0001.1000.1010.1110,6318,10,"O = NAND(I1, I11)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I8)
I4 = NAND(I5, c)
I5 = NAND(I6)
I6 = NAND(I7, d)
I7 = NAND(a, d)
I8 = NAND(b, I6)"
0001.1000.1010.1111,6319,10,"O = NAND(I1, I11)
I1 = NAND(I2, I8)
I2 = NAND(I3, I5)
I3 = NAND(I4, d)
I4 = NAND(b)
I5 = NAND(b, I6)
I6 = NAND(c, I7)
I7 = NAND(a)
I8 = NAND(I6, d)"
0001.1000.1011.0000,6320,11,"O = NAND(I1, I11)
I1 = NAND(I2, I7)
I2 = NAND(b, I3)
I3 = NAND(I4, I6)
I4 = NAND(I5, a)
I5 = NAND(d)
I6 = NAND(b, c)
I7 = NAND(I8, I9)
I8 = NAND(c, d)
I9 = NAND(b, I5)"
0001.1000.1011.0001,6321,11,"O = NAND(I1, I11)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(I7, I4)
I7 = NAND(I8, I9)
I8 = NAND(d)
I9 = NAND(b, a)"
0001.1000.1011.0010,6322,11,"O = NAND(I1, I13)
I1 = NAND(I2, I9)
I2 = NAND(I3, I9)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(d)
I9 = NAND(a, I8)"
0001.1000.1011.0011,6323,10,"O = NAND(I1, I8)
I1 = NAND(I2, c)
I2 = NAND(I3, I5)
I3 = NAND(I4, d)
I4 = NAND(b, c)
I5 = NAND(a, I3)
I8 = NAND(I9, I15)
I9 = NAND(I10, I5)"
0001.1000.1011.0100,6324,12,"O = NAND(I1, I12)
I1 = NAND(I2, I7)
I2 = NAND(b, I3)
I3 = NAND(I4, I6)
I4 = NAND(I5, a)
I5 = NAND(d, a)
I6 = NAND(b, c)
I7 = NAND(I8, I9)
I8 = NAND(c, d)
I9 = NAND(b, I10)
I10 = NAND(d, I5)"
0001.1000.1011.0101,6325,11,"O = NAND(I1, I8)
I1 = NAND(I2, d)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(b, d)
I5 = NAND(I6, a)
I6 = NAND(d, I4)
I8 = NAND(I9, I15)
I9 = NAND(I10, I5)
I10 = NAND(I4, b)"
0001.1000.1011.0110,6326,12,"O = NAND(I1, I14)
I1 = NAND(I2, I10)
I2 = NAND(I3, I10)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(d, I9)
I9 = NAND(d, a)
I10 = NAND(a, I9)"
0001.1000.1011.0111,6327,12,"O = NAND(I1, I14)
I1 = NAND(I2, I5)
I2 = NAND(b, I3)
I3 = NAND(c, I4)
I4 = NAND(c, d)
I5 = NAND(I6, I12)
I6 = NAND(I7, d)
I7 = NAND(I4, I2)"
0001.1000.1011.1000,6328,9,"O = NAND(I1, I5)
I1 = NAND(I2, d)
I2 = NAND(I3, d)
I3 = NAND(I4, c)
I4 = NAND(b, c)
I5 = NAND(I2, I9)"
0001.1000.1011.1001,6329,10,"O = NAND(I1, I11)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(I7, I4)
I7 = NAND(I8, I2)
I8 = NAND(d)"
0001.1000.1011.1010,6330,8,"O = NAND(I1, I7)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(d)
I7 = NAND(I6, a)"
0001.1000.1011.1011,6331,8,"O = NAND(I1, I8)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(d, I2)"
0001.1000.1011.1100,6332,10,"O = NAND(I1, I5)
I1 = NAND(I2, c)
I2 = NAND(I3, I5)
I3 = NAND(I4, d)
I4 = NAND(b, d)
I5 = NAND(I6, I7)
I6 = NAND(c, b)
I7 = NAND(I8, I10)
I8 = NAND(b, I4)"
0001.1000.1011.1101,6333,11,"O = NAND(I1, I8)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(d, I7)
I7 = NAND(b, a)
I8 = NAND(I6, I11)"
0001.1000.1011.1110,6334,9,"O = NAND(I1, I8)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(d, I7)
I7 = NAND(d, a)
I8 = NAND(I7, a)"
0001.1000.1011.1111,6335,9,"O = NAND(I1, I7)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(d, b)
I7 = NAND(I8, a)
I8 = NAND(d, I6)"
0001.1000.1110.0000,6368,11,"O = NAND(I1)
I1 = NAND(I2, I11)
I2 = NAND(I3, I9)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(d, b)
I9 = NAND(a, I8)"
0001.1000.1110.0001,6369,12,"O = NAND(I1, I13)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I13)
I4 = NAND(I5, I7)
I5 = NAND(a, I2)
I7 = NAND(I8, I9)
I8 = NAND(c, d)
I9 = NAND(b, I10)
I10 = NAND(I5, d)"
0001.1000.1110.0010,6370,11,"O = NAND(I1)
I1 = NAND(I2, I3)
I2 = NAND(b, d)
I3 = NAND(I4, I14)
I4 = NAND(I5, I6)
I5 = NAND(a, I6)
I6 = NAND(I7, I8)
I7 = NAND(c, d)
I8 = NAND(b, I9)
I9 = NAND(c)"
0001.1000.1110.0011,6371,11,"O = NAND(I1, I11)
I1 = NAND(I2, I9)
I2 = NAND(I3)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(d, I9)
I9 = NAND(a)"
0001.1000.1110.0110,6374,12,"O = NAND(I1, I16)
I1 = NAND(I2, I11)
I2 = NAND(I3, I9)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(d)
I9 = NAND(a, I6)
I11 = NAND(a, I5)"
0001.1000.1110.0111,6375,11,"O = NAND(I1, I9)
I1 = NAND(I2, I16)
I2 = NAND(I3, I9)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(d)
I9 = NAND(a, I3)"
0001.1000.1110.1000,6376,11,"O = NAND(I1, I16)
I1 = NAND(I2, I6)
I2 = NAND(I3, I6)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(a, d)
I6 = NAND(I7, I8)
I7 = NAND(c, d)
I8 = NAND(b, I9)
I9 = NAND(d, I5)"
0001.1000.1110.1001,6377,12,"O = NAND(I1, I15)
I1 = NAND(I2, I9)
I2 = NAND(I3, I9)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(d)
I9 = NAND(a, I10)
I10 = NAND(b, I6)"
0001.1000.1110.1010,6378,10,"O = NAND(I1, I13)
I1 = NAND(I2, I8)
I2 = NAND(I3, d)
I3 = NAND(I4, I7)
I4 = NAND(b, I5)
I5 = NAND(c, I6)
I6 = NAND(c, d)
I7 = NAND(a, c)
I8 = NAND(I6, I4)"
0001.1000.1110.1011,6379,11,"O = NAND(I1, I10)
I1 = NAND(I2, I9)
I2 = NAND(I3, I10)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(d, I9)
I9 = NAND(a, d)
I10 = NAND(a, I3)"
0001.1000.1110.1110,6382,10,"O = NAND(I1, I13)
I1 = NAND(I2, I8)
I2 = NAND(I3, c)
I3 = NAND(I4, I7)
I4 = NAND(b, I5)
I5 = NAND(d, I6)
I6 = NAND(c, d)
I7 = NAND(a)
I8 = NAND(I6, I4)"
0001.1000.1110.1111,6383,11,"O = NAND(I1, I9)
I1 = NAND(I2, I16)
I2 = NAND(I3, I9)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(d)
I9 = NAND(a, I3)"
0001.1000.1111.0000,6384,10,"O = NAND(I1, I7)
I1 = NAND(I2, c)
I2 = NAND(I3, I5)
I3 = NAND(I4, d)
I4 = NAND(b, c)
I5 = NAND(a, I4)
I7 = NAND(I8, I13)
I8 = NAND(I9, I5)
I9 = NAND(I4, b)"
0001.1000.1111.0001,6385,11,"O = NAND(I1, I12)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(b, I7)
I7 = NAND(I8, I10)
I8 = NAND(d, I2)
I10 = NAND(a, I4)"
0001.1000.1111.0010,6386,11,"O = NAND(I1, I11)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(b, I7)
I7 = NAND(I8, I10)
I8 = NAND(I2, a)
I10 = NAND(d)"
0001.1000.1111.0011,6387,10,"O = NAND(I1, I6)
I1 = NAND(I2, c)
I2 = NAND(I3, I5)
I3 = NAND(I4, d)
I4 = NAND(b, c)
I5 = NAND(a)
I6 = NAND(I7, I11)
I7 = NAND(I8, I5)
I8 = NAND(I4, b)"
0001.1000.1111.0110,6390,11,"O = NAND(I1, I13)
I1 = NAND(I2, I9)
I2 = NAND(I3, I9)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(d)
I9 = NAND(a, I6)"
0001.1000.1111.0111,6391,11,"O = NAND(I1, I9)
I1 = NAND(I2, I16)
I2 = NAND(I3, I9)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, d)
I7 = NAND(b, I8)
I8 = NAND(d)
I9 = NAND(a, I3)"
0001.1000.1111.1000,6392,9,"O = NAND(I1, I7)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(b, I6)
I6 = NAND(d)
I7 = NAND(a, I8)
I8 = NAND(b)"
